fiscal_year	Query_Run_Date	Customer	SubCustomer	ProductOrServiceArea	CompetitionClassification	ClassifyNumberOfOffers	VehicleClassification	VendorSize	SizeOfSumOfObligatedAmount	UnmodifiedUltimateDuration	Label	IDVlabel	ContractLabel	TransactionLabel	IsPerformanceBasedLogistics	SumOfobligatedAmount	SumOfnumberOfActions
2015	2017-09-13 12:23:09.423	Defense	Army	Aircraft	Full Competition (Multiple Offers)	5-9 Offers	NULL	Large	Greater than $500 million	>1-2 Years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	432631849.0600	79
2015	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	NULL	Large	Zero value	>7-12 Months	PBL-GoviniDescribed	NULL	PBL-GoviniDescribed	NULL	1	0.0000	2
2015	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6 JV	$5 - <$25 million	>1-2 Years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	3
2015	2017-09-13 12:23:09.423	Defense	Army	Launchers & Munitions	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	2861731.4200	61
2015	2017-09-13 12:23:09.423	Defense	Army	Launchers & Munitions	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	Less than $250 thousand	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	10344521.6200	275
2015	2017-09-13 12:23:09.423	Defense	Army	Launchers & Munitions	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	3
2015	2017-09-13 12:23:09.423	Defense	Army	PAMS	Full Competition (Multiple Offers)	3-4 Offers	Basic Ordering Agreement	Small	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	54210.0000	3
2015	2017-09-13 12:23:09.423	Defense	Army	PAMS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2015	2017-09-13 12:23:09.423	Defense	Army	R&D	Full Competition (Multiple Offers)	3-4 Offers	NULL	Medium <1B	Deobligation	>4 years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-4845741.8400	9
2015	2017-09-13 12:23:09.423	Defense	DLA	Aircraft	Competition with single offer	One Offer	Basic Ordering Agreement	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	668149.9200	1
2015	2017-09-13 12:23:09.423	Defense	DLA	Aircraft	Limited Competition with multiple offers	3-4 Offers	Basic Ordering Agreement	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	49049.5200	2
2015	2017-09-13 12:23:09.423	Defense	DLA	Aircraft	Limited Competition with multiple offers	3-4 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-ZBL_DLA	NULL	PBL-DoD-ZBLs	1	0.0000	2
2015	2017-09-13 12:23:09.423	Defense	DLA	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	892139.9400	9
2015	2017-09-13 12:23:09.423	Defense	DLA	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-ZBL_DLA	NULL	PBL-DoD-ZBLs	1	221684.0000	761
2015	2017-09-13 12:23:09.423	Defense	DLA	Engines & Power Plants	Limited Competition with multiple offers	3-4 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-ZBL_DLA	NULL	PBL-DoD-ZBLs	1	131645.7600	56
2015	2017-09-13 12:23:09.423	Defense	DLA	Other	No Competition (Other Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	10343.9600	1
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$1 - <$5 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	4972632.0000	2
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	81555926.0000	36
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	94456157.0000	48
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	43257059.0313	12
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	210439.0000	11
2011	2017-09-13 12:23:09.423	Defense	Air Force	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	3
2011	2017-09-13 12:23:09.423	Defense	Air Force	R&D	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	164064.0000	1
2011	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	$100 - <$500 million	>7-12 Months	PBL-Announcement	NULL	PBL-Announcement	NULL	1	179943623.3594	23
2011	2017-09-13 12:23:09.423	Defense	Army	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2089475.0000	4
2011	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3278566.9102	2
2011	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	5
2011	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-3198974.0000	5
2011	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-FPDSdescribed	NULL	PBL-Announcement	PBL-FPDSdescribed	1	3019595.8750	2
2011	2017-09-13 12:23:09.423	Defense	Army	ERS	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6	$25 - <$100 million	>2-4 Years	PBL-GoviniDescribed	NULL	PBL-GoviniDescribed	NULL	1	97521211.8750	12
2011	2017-09-13 12:23:09.423	Defense	Army	ICT	Full Competition (Multiple Offers)	10-24 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2011	2017-09-13 12:23:09.423	Defense	Army	PAMS	Full Competition (Multiple Offers)	3-4 Offers	NULL	Medium <1B	$25 - <$100 million	>4 years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	30681503.5352	26
2011	2017-09-13 12:23:09.423	Defense	Army	PAMS	No Competition (Only One Source Exception)	No competition	Federal Supply Schedule	Medium <1B	Deobligation	>2-7 Months	PBL-FPDSdescribed	NULL	NULL	PBL-FPDSdescribed	1	-86799.4063	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	3500000.0000	4
2015	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Less than $250 thousand	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	194730.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large	Deobligation	>4 years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-461417.9000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2015	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	$100 - <$500 million	>4 years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	125506300.0000	6
2015	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	-14330190.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Full Competition (Multiple Offers)	3-4 Offers	SINGLE AWARD Indefinite Delivery Contract	Large	Zero value	>4 years	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	0.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Deobligation	>1-2 Years	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	-200000.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	NULL	Large: Big 6	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	NULL
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$1 - <$5 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	5169942.0000	5
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$250 thousand - <$1 million	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1335659.9600	4
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	8472410.0900	5
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	-28018.2500	4
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	28643.0000	2
2015	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large	$5 - <$25 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	22003244.8500	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$1 - <$5 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	4084365.0000	3
2016	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2016	2017-09-13 12:23:09.423	Defense	Other DoD	PAMS	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	ERS	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	13489.8200	1
2015	2017-09-13 12:23:09.423	Defense	Navy	ERS	No Competition (Only One Source Exception)	No competition	NULL	Large	$250 thousand - <$1 million	>4 years	PBL-GoviniDescribed	NULL	PBL-GoviniDescribed	NULL	1	-413090.2200	1
2015	2017-09-13 12:23:09.423	Defense	Navy	ERS	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	$250 thousand - <$1 million	>2-7 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	433838.0000	7
2015	2017-09-13 12:23:09.423	Defense	Navy	FRS&C	No Competition (Other Exception)	No competition	NULL	Large	Deobligation	>4 years	PBL-Announcement	NULL	PBL-Announcement	NULL	1	-1.1000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Ground Vehicles	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-6590104.2900	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Ground Vehicles	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	Zero value	NULL	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	NULL	1	0.0000	0
2015	2017-09-13 12:23:09.423	Defense	Navy	ICT	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	ICT	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Medium <1B	$1 - <$5 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	2172253.2500	2
2015	2017-09-13 12:23:09.423	Defense	Navy	ICT	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Medium <1B	$1 - <$5 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	4861893.7700	4
2015	2017-09-13 12:23:09.423	Defense	Navy	ICT	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$250 thousand - <$1 million	>7-12 Months	PBL-Announcement	PBL-Announcement	NULL	NULL	1	1896797.9300	5
2015	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$5 - <$25 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	9426362.1200	4
2015	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	13221.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	Other	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	Deobligation	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-8015026.0000	1
2015	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Competition with single offer	One Offer	MULTIPLE AWARD Indefinite Delivery Contract	Medium <1B	$250 thousand - <$1 million	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	295072.2700	1
2015	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Full Competition (Multiple Offers)	10-24 Offers	NULL	Large	Zero value	NULL	PBL-Announcement	NULL	PBL-Announcement	NULL	1	0.0000	NULL
2015	2017-09-13 12:23:09.423	Defense	Navy	PAMS	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large	Zero value	>1-2 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	2
2015	2017-09-13 12:23:09.423	Defense	Navy	R&D	Competition with single offer	One Offer	NULL	Medium <1B	$5 - <$25 million	>4 years	PBL-Announcement	NULL	PBL-Announcement	NULL	1	11375000.0000	4
2015	2017-09-13 12:23:09.423	Defense	Other DoD	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	-124840.0200	1
2015	2017-09-13 12:23:09.423	Defense	Other DoD	Electronics & Communications	No Competition (Only One Source Exception)	No competition	Modified Definitive Contract	Large: Big 6 JV	$5 - <$25 million	>1-2 Years	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	0.0000	1
2013	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	No Competition (Only One Source Exception)	No competition	Definitive Contract	Large	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	3381704.0600	1
2013	2017-09-13 12:23:09.423	Defense	Army	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Deobligation	<=2 Months	PBL-GoviniDescribed	PBL-GoviniDescribed	NULL	NULL	1	-324500.0000	1
2013	2017-09-13 12:23:09.423	Defense	Army	Launchers & Munitions	Full Competition (Multiple Offers)	Two Offers	SINGLE AWARD Indefinite Delivery Contract	Large	$250 thousand - <$1 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	345795.5000	1
2013	2017-09-13 12:23:09.423	Defense	Army	PAMS	Limited Competition with multiple offers	3-4 Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	$1 - <$5 million	>2-4 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	1193701.6000	4
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	$25 - <$100 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	28702328.0000	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Basic Ordering Agreement	Large: Big 6	Zero value	>2-4 Years	PBL-Announcement	PBL-Announcement	NULL	NULL	1	0.0000	8
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	Delivery Order	Large	$5 - <$25 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	9347785.7700	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	MULTIPLE AWARD Indefinite Delivery Contract	Medium <1B	$5 - <$25 million	>1-2 Years	PBL-DoD-ZBLs	PBL-DoD-ZBLs	NULL	PBL-DoD-ZBLs	1	14790984.8200	4
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6 JV	Deobligation	NULL	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	-394834.0000	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Aircraft	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Medium <1B	$1 - <$5 million	>7-12 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	2931655.1400	2
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	5-9 Offers	SINGLE AWARD Indefinite Delivery Contract	Small	Less than $250 thousand	<=2 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	1	23510.0000	6
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	Limited Competition with multiple offers	Two Offers	MULTIPLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	43335.9800	1
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Less than $250 thousand	<=2 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	136486.0000	12
2013	2017-09-13 12:23:09.423	Defense	Navy	Electronics & Communications	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large: Big 6	Zero value	NULL	PBL-GoviniSolicitation	NULL	PBL-GoviniSolicitation	NULL	1	0.0000	0
2013	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	Competition with single offer	One Offer	SINGLE AWARD Indefinite Delivery Contract	Large	$5 - <$25 million	>2-7 Months	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	PBL-DoD-ZBLs	1	38567853.3300	4
2013	2017-09-13 12:23:09.423	Defense	Navy	Engines & Power Plants	No Competition (Only One Source Exception)	No competition	SINGLE AWARD Indefinite Delivery Contract	Large	$5 - <$25 million	<=2 Months	PBL-GoviniSolicitation	PBL-GoviniSolicitation	NULL	NULL	1	94110590.8800	6
