fiscal_year,Query_Run_Date,Customer,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2010,44:53.8,Defense,Army,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,438292.4,2
2010,44:53.8,Defense,Army,PAMS,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,0,1
2010,44:53.8,Defense,Army,PAMS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,2,2,38765076,45
2010,44:53.8,Defense,Army,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1278234.32,2
2010,44:53.8,Defense,Army,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,8048481.63,1
2010,44:53.8,Defense,Army,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,6100718.04,1
2010,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,<=2 Months,PBL-FPDSdescribed,PBL-GoviniDescribed,NULL,PBL-FPDSdescribed,2,4,1,0,0,2,6687863.39,3
2010,44:53.8,Defense,Army,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,4,1,0,0,2,0,NULL
2010,44:53.8,Defense,Army,R&D,Full Competition (Multiple Offers),3-4 Offers,Modified Definitive Contract,Medium <1B,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,2,2,57169660.68,46
2010,44:53.8,Defense,Army,R&D,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6 JV,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,2,2,68017212.84,42
2010,44:53.8,Defense,DLA,Products,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Less than $250 thousand,<=2 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,1,0,0,0,2,121232200,4249
2010,44:53.8,Defense,DLA,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$100 - <$500 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,1,2,115318738.9,3
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,314486676.6,13
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>1-2 Years,PBL-FPDSdescribed,PBL-Announcement,NULL,PBL-FPDSdescribed,2,4,1,0,0,2,11022471,1
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,0,2,284507.3,9
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,1,0,0,2,307585,5
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,0,2,38997,4
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,123439.22,3
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,NULL,0,4,1,0,0,2,7364.25,1
2011,44:53.8,Defense,Navy,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,$100 - <$500 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,NULL,2,4,1,0,0,2,196358833,1
2011,44:53.8,Defense,Navy,R&D,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,-333047,4
2011,44:53.8,Defense,Other DoD,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-458000,1
2011,44:53.8,Defense,Other DoD,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,-14034,1
2011,44:53.8,Defense,Other DoD,PAMS,Full Competition (Multiple Offers),3-4 Offers,Modified Definitive Contract,Medium <1B,$25 - <$100 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,2,2,-3124.8,1
2011,44:53.8,Defense,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,-1332406,1
2011,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,4475696.73,2
2011,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,NULL,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,-56333.97,4
2012,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,1,2,8395933.26,6
2012,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$100 - <$500 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,2,0,187538543.9,30
2012,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,657468.06,3
2012,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,-2730786.72,1
2012,44:53.8,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,$250 thousand - <$1 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,0,2,673442,2
2012,44:53.8,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,0,4312775.96,12
2012,44:53.8,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,-7424.62,1
2012,44:53.8,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,-369963.21,4
2012,44:53.8,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,-32000,1
2012,44:53.8,Defense,Air Force,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,0,3
2012,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,276633.04,3
2012,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,244378.08,1
2012,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,36025.15,1
2012,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,2,426294.84,5
2012,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,496107.92,5
2012,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,-96384.43,1
2012,44:53.8,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,255893.74,1
2012,44:53.8,Defense,Air Force,ICT,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,733700,3
2012,44:53.8,Defense,Air Force,PAMS,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,23398.45,3
2014,44:53.8,Defense,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,0,0,-12650.8604,1
2014,44:53.8,Defense,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,0,-20488.3906,1
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,3775.1406,2
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,0,-687474.5625,1
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,2,1,1,0,0,2,0,NULL
2014,44:53.8,Defense,Other DoD,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,2,4,1,0,0,2,0,NULL
2012,44:53.8,Defense,Air Force,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,34248.11,2
2012,44:53.8,Defense,Air Force,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,39783.9,3
2012,44:53.8,Defense,Air Force,PAMS,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,240880,4
2012,44:53.8,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,2390869.5,4
2012,44:53.8,Defense,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,94121.95,5
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,$25 - <$100 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,0,8500000,2
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,$5 - <$25 million,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,5917028,1
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,1,0,1,2,11001044,1
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,0,2,3326166,1
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,1,2,3226979.78,1
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,13810821,25
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,1,0,1,0,13011455,1
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,2807457,1
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,-29487866.63,15
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>4 years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,2,0,-24126.08,1
2012,44:53.8,Defense,Air Force,PAMS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,0,0,3
2012,44:53.8,Defense,Air Force,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,4151827.43,1
2012,44:53.8,Defense,Air Force,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,-103642.66,4
2012,44:53.8,Defense,Air Force,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,1624892.55,46
2012,44:53.8,Defense,Air Force,Products,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,477357.44,8
2012,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,5381390.36,1
2012,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,NULL,0,0,0,2,4191.03,7
2012,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,6909153.27,5
2012,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,0,1244788,2
2012,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,7811470.88,2
2012,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,124650.53,3
2012,44:53.8,Defense,Air Force,Products,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,0,5
2012,44:53.8,Defense,Air Force,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>2-4 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,1,2,42199343,1
2012,44:53.8,Defense,Air Force,Products,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,556815.59,12
2012,44:53.8,Defense,Air Force,Products,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,1,2,3431386,1
2012,44:53.8,Defense,Air Force,Products,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,0,2,7007055,4
2012,44:53.8,Defense,Air Force,Products,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,87832190,14
2012,44:53.8,Defense,Air Force,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,560349.76,2
2012,44:53.8,Defense,Air Force,R&D,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,1,0,0,0,2,683036,1
2012,44:53.8,Defense,Air Force,R&D,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,<=2 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,1,1,0,0,0,-52343.14,2
2012,44:53.8,Defense,Army,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,2,378458.28,7
2012,44:53.8,Defense,Army,ICT,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,2,4,0,0,1,0,18819231.31,12
