fiscal_year,Query_Run_Date,Customer,SubCustomer,ProductOrServiceArea,CompetitionClassification,ClassifyNumberOfOffers,VehicleClassification,VendorSize,SizeOfSumOfObligatedAmount,UnmodifiedUltimateDuration,Label,IDVlabel,ContractLabel,TransactionLabel,IsOfficialPBL,PSCscore,MaxOfIsOnlyOneSource,MaxOfIsSingleAward,LengthScore,PricingScore,SumOfobligatedAmount,SumOfnumberOfActions
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,176888.0000,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,203834.8600,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,2,133450.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,0,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,0,400000.0000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,0,1301829.0000,4
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,31431715.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Aircraft,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,Basic Ordering Agreement,Large,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,4,0,0,0,2,0.0000,0
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,370365.4200,9
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-1470.2000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,1,0,25181200.0000,6
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,1917869.0000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$25 - <$100 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,99191361.0000,11
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,397348.0000,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$250 thousand - <$1 million,>4 years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,2,2,822460.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,0,1169270.0000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Deobligation,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,-40777.0000,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,Electronics & Communications,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,Zero value,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$100 - <$500 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,106687244.4300,2
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,Full Competition (Multiple Offers),3-4 Offers,NULL,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,1201054.6000,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,Full Competition (Multiple Offers),3-4 Offers,NULL,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,4,0,0,0,2,0.0000,NULL
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,147119.0000,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,507432.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Deobligation,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,-13086.0900,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,6010.4800,3
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,1143731.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,2368583.8700,6
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,-6047995.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ERS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Full Competition (Multiple Offers),10-24 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,2,0,0,0,2,0.0000,0
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,1,2,5576307.3600,5
2014,2017-09-13 14:58:58.833,Defense,Air Force,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,1452999.9600,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,0,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,0,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,3555969.0800,6
2014,2017-09-13 14:58:58.833,Defense,Air Force,PAMS,No Competition (Other Exception),No competition,Basic Ordering Agreement,Large,$250 thousand - <$1 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,0,74009.0000,2
2014,2017-09-13 14:58:58.833,Defense,Army,Aircraft,No Competition (Only One Source Exception),No competition,NULL,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,4,1,0,0,2,0.0000,NULL
2014,2017-09-13 14:58:58.833,Defense,Army,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$5 - <$25 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,17030400.0000,1
2014,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large: Big 6 JV,$5 - <$25 million,>1-2 Years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,13632359.3500,21
2014,2017-09-13 14:58:58.833,Defense,Army,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PerformanceBasedLogistics,NULL,PerformanceBasedLogistics,NULL,0,4,1,0,0,2,0.0000,0
2014,2017-09-13 14:58:58.833,Defense,Army,ERS,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,27579390.0400,17
2014,2017-09-13 14:58:58.833,Defense,Army,ICT,Limited Competition with multiple offers,Two Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,4440176.6600,3
2014,2017-09-13 14:58:58.833,Defense,Army,Launchers & Munitions,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Large,$250 thousand - <$1 million,>2-4 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,1,2,2027855.7700,3
2014,2017-09-13 14:58:58.833,Defense,Army,Launchers & Munitions,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Large,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,490572.2800,12
2014,2017-09-13 14:58:58.833,Defense,Army,PAMS,Competition with single offer,One Offer,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,0,0,0,2,490665.2700,2
2014,2017-09-13 14:58:58.833,Defense,DLA,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$250 thousand - <$1 million,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,421652.0000,1
2014,2017-09-13 14:58:58.833,Defense,DLA,Ground Vehicles,Full Competition (Multiple Offers),3-4 Offers,NULL,Large,Less than $250 thousand,>2-7 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,NULL,0,0,0,2,3521.7600,1
2014,2017-09-13 14:58:58.833,Defense,DLA,Ground Vehicles,Full Competition (Multiple Offers),3-4 Offers,NULL,Large,Zero value,<=2 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,2,0,0,0,2,0.0000,2
2014,2017-09-13 14:58:58.833,Defense,DLA,Ground Vehicles,Limited Competition with multiple offers,3-4 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-ZBL_DLA,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,NULL,0,0,0,2,3846.2000,1
2014,2017-09-13 14:58:58.833,Defense,DLA,ICT,No Competition (Follow on to competed action),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large,Deobligation,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-1648.6400,2
2014,2017-09-13 14:58:58.833,Defense,DLA,Other,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,$250 thousand - <$1 million,>2-7 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,2,0,0,0,2,1626216.0200,3
2014,2017-09-13 14:58:58.833,Defense,DLA,Other,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Less than $250 thousand,>2-7 Months,PBL-DLA-PBLLike,PBL-DLA-PBLLike,NULL,NULL,0,NULL,0,0,0,2,63104.4500,1
2014,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,Basic Ordering Agreement,Large: Big 6,Less than $250 thousand,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,4,1,0,0,2,13048.0000,3
2014,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,Delivery Order,Large,$250 thousand - <$1 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,1132758.0000,2
2014,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large,$100 - <$500 million,>4 years,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,2,2,177925946.0000,12
2014,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$1 - <$5 million,>1-2 Years,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,1521190.0800,1
2014,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,4,1,0,0,2,0.0000,0
2014,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6 JV,Zero value,NULL,PBL-GoviniSolicitation,NULL,PBL-GoviniSolicitation,NULL,0,4,1,0,0,2,0.0000,0
2014,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,$250 thousand - <$1 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,351386.3100,3
2014,2017-09-13 14:58:58.833,Defense,Navy,Aircraft,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Deobligation,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,-2148102.0800,14
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Full Competition (Multiple Offers),3-4 Offers,SINGLE AWARD Indefinite Delivery Contract,Large,Deobligation,>2-7 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,4,0,0,0,2,-3451.8200,1
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Full Competition (Multiple Offers),3-4 Offers,SINGLE AWARD Indefinite Delivery Contract,Large,Deobligation,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,4,0,0,0,2,-2515335.7700,2
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,$1 - <$5 million,>7-12 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,2,0,0,0,2,4336616.0000,4
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,Limited Competition with multiple offers,5-9 Offers,SINGLE AWARD Indefinite Delivery Contract,Small,Zero value,<=2 Months,PBL-GoviniSolicitation,PBL-GoviniSolicitation,PBL-GoviniSolicitation,NULL,0,2,0,0,0,0,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>2-7 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,2,-6159553.0000,2
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,27317019.7500,1
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>1-2 Years,PBL-Announcement,PBL-Announcement,NULL,NULL,0,NULL,1,0,0,2,-1500.0000,1
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,<=2 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,13256.0000,1
2014,2017-09-13 14:58:58.833,Defense,Navy,Electronics & Communications,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,2,1,0,0,2,4819.0000,3
2014,2017-09-13 14:58:58.833,Defense,Navy,Engines & Power Plants,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large,$25 - <$100 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,4,1,0,0,2,278258826.3600,7
2014,2017-09-13 14:58:58.833,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$25 - <$100 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,25478739.0000,3
2014,2017-09-13 14:58:58.833,Defense,Navy,ERS,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,0,0.0000,3
2014,2017-09-13 14:58:58.833,Defense,Navy,ERS,No Competition (Only One Source Exception),No competition,Modified Definitive Contract,Large,$1 - <$5 million,>4 years,PBL-GoviniDescribed,NULL,PBL-GoviniDescribed,NULL,0,4,1,0,2,2,3479473.1000,7
2014,2017-09-13 14:58:58.833,Defense,Navy,Ground Vehicles,Full Competition (Multiple Offers),Two Offers,SINGLE AWARD Indefinite Delivery Contract,Medium <1B,Deobligation,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,-6435124.1200,2
2014,2017-09-13 14:58:58.833,Defense,Navy,ICT,Limited Competition with multiple offers,3-4 Offers,MULTIPLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,0.0000,1
2014,2017-09-13 14:58:58.833,Defense,Navy,Launchers & Munitions,Competition with single offer,One Offer,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,0,0,0,2,4124458.7500,2
2014,2017-09-13 14:58:58.833,Defense,Navy,Launchers & Munitions,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Deobligation,>7-12 Months,PBL-Announcement,PBL-Announcement,NULL,NULL,0,2,1,0,0,2,-19310.0000,2
2014,2017-09-13 14:58:58.833,Defense,Navy,Launchers & Munitions,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Zero value,NULL,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,NULL,1,NULL,1,0,0,2,0.0000,0
2014,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,$1 - <$5 million,>7-12 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,PBL-DoD-ZBLs,1,2,1,0,0,2,2571390.9600,3
2014,2017-09-13 14:58:58.833,Defense,Navy,Other,No Competition (Only One Source Exception),No competition,SINGLE AWARD Indefinite Delivery Contract,Large: Big 6,Less than $250 thousand,>2-7 Months,PBL-DoD-ZBLs,PBL-DoD-ZBLs,NULL,PBL-DoD-ZBLs,1,NULL,1,0,0,2,3271.0000,3
